en
S,en,Ukraine,ru,РЈРєСЂР°РёРЅР°,ru,РЈРєСЂР°С—РЅР°
T,en,Bogorodichin,ru,Р‘РѕРіРѕСЂРѕРґРёС‡РёРЅ,ua,Р‘РѕРіРѕСЂРѕРґРёС‡РёРЅ
T,en,Velika kam'JAnka,ru,Р’РµР»РёРєР° РљР°Рј'РЇРЅРєР°,ua,Р’РµР»РёРєР° РљР°Рј'РЇРЅРєР°
T,en,Velikij kljuchiv,ru,Р’РµР»РёРєРёР№ РљР»СЋС‡iРІ,ua,Р’РµР»РёРєРёР№ РљР»СЋС‡iРІ
T,en,Verhnij verbizh,ru,Р’РµСЂС…РЅiР№ Р’РµСЂР±iР¶,ua,Р’РµСЂС…РЅiР№ Р’РµСЂР±iР¶
T,en,Vorona,ru,Р’РѕСЂРѕРЅР°,ua,Р’РѕСЂРѕРЅР°
T,en,Voskresintsi,ru,Р’РѕСЃРєСЂРµСЃРёРЅС†i,ua,Р’РѕСЃРєСЂРµСЃРёРЅС†i
T,en,Ganniv,ru,Р“Р°РЅРЅiРІ,ua,Р“Р°РЅРЅiРІ
T,en,Gvizdets',ru,Р“РІiР·РґРµС†СЊ,ua,Р“РІiР·РґРµС†СЊ
T,en,Godi-dobrovidka,ru,Р“РѕРґРё-Р”РѕР±СЂРѕРІiРґРєР°,ua,Р“РѕРґРё-Р”РѕР±СЂРѕРІiРґРєР°
T,en,Goloskiv,ru,Р“РѕР»РѕСЃРєiРІ,ua,Р“РѕР»РѕСЃРєiРІ
T,en,Grabich,ru,Р“СЂР°Р±РёС‡,ua,Р“СЂР°Р±РёС‡
T,en,Grushiv,ru,Р“СЂСѓС€iРІ,ua,Р“СЂСѓС€iРІ
T,en,Debeslavtsi,ru,Р”РµР±РµСЃР»Р°РІС†i,ua,Р”РµР±РµСЃР»Р°РІС†i
T,en,Dzhurkiv,ru,Р”Р¶СѓСЂРєiРІ,ua,Р”Р¶СѓСЂРєiРІ
T,en,Zhukotin,ru,Р–СѓРєРѕС‚РёРЅ,ua,Р–СѓРєРѕС‚РёРЅ
T,en,Zagajpil',ru,Р—Р°РіР°Р№РїiР»СЊ,ua,Р—Р°РіР°Р№РїiР»СЊ
T,en,Zaluchchja,ru,Р—Р°Р»СѓС‡С‡СЏ,ua,Р—Р°Р»СѓС‡С‡СЏ
T,en,Zamulintsi,ru,Р—Р°РјСѓР»РёРЅС†i,ua,Р—Р°РјСѓР»РёРЅС†i
T,en,Ivanivka,ru,IРІР°РЅiРІРєР°,ua,IРІР°РЅiРІРєР°
T,en,Kazaniv,ru,РљР°Р·Р°РЅiРІ,ua,РљР°Р·Р°РЅiРІ
T,en,Kijdantsi,ru,РљРёР№РґР°РЅС†i,ua,РљРёР№РґР°РЅС†i
T,en,Knjazhdvir,ru,РљРЅСЏР¶РґРІiСЂ,ua,РљРЅСЏР¶РґРІiСЂ
T,en,Kobilets',ru,РљРѕР±РёР»РµС†СЊ,ua,РљРѕР±РёР»РµС†СЊ
T,en,Kovalivka,ru,РљРѕРІР°Р»iРІРєР°,ua,РљРѕРІР°Р»iРІРєР°
T,en,Kolomija,ru,РљРѕР»РѕРјРёСЏ,ua,РљРѕР»РѕРјРёСЏ
T,en,Kornich,ru,РљРѕСЂРЅРёС‡,ua,РљРѕСЂРЅРёС‡
T,en,Korolivka,ru,РљРѕСЂРѕР»iРІРєР°,ua,РљРѕСЂРѕР»iРІРєР°
T,en,Korshiv,ru,РљРѕСЂС€iРІ,ua,РљРѕСЂС€iРІ
T,en,Kropivische,ru,РљСЂРѕРїРёРІРёС‰Рµ,ua,РљСЂРѕРїРёРІРёС‰Рµ
T,en,Liski,ru,Р›iСЃРєРё,ua,Р›iСЃРєРё
T,en,Lisna slobidka,ru,Р›iСЃРЅР° РЎР»РѕР±iРґРєР°,ua,Р›iСЃРЅР° РЎР»РѕР±iРґРєР°
T,en,Lisnij hlibichin,ru,Р›iСЃРЅРёР№ РҐР»iР±РёС‡РёРЅ,ua,Р›iСЃРЅРёР№ РҐР»iР±РёС‡РёРЅ
T,en,Mala kam'JAnka,ru,РњР°Р»Р° РљР°Рј'РЇРЅРєР°,ua,РњР°Р»Р° РљР°Рј'РЇРЅРєР°
T,en,Mala slobidka,ru,РњР°Р»Р° РЎР»РѕР±iРґРєР°,ua,РњР°Р»Р° РЎР»РѕР±iРґРєР°
T,en,Malij gvizdets',ru,РњР°Р»РёР№ Р“РІiР·РґРµС†СЊ,ua,РњР°Р»РёР№ Р“РІiР·РґРµС†СЊ
T,en,Malij kljuchiv,ru,РњР°Р»РёР№ РљР»СЋС‡iРІ,ua,РњР°Р»РёР№ РљР»СЋС‡iРІ
T,en,Markivka,ru,РњР°СЂРєiРІРєР°,ua,РњР°СЂРєiРІРєР°
T,en,Mateyivtsi,ru,РњР°С‚РµС—РІС†i,ua,РњР°С‚РµС—РІС†i
T,en,Mishin,ru,РњРёС€РёРЅ,ua,РњРёС€РёРЅ
T,en,Molodiliv,ru,РњРѕР»РѕРґРёР»iРІ,ua,РњРѕР»РѕРґРёР»iРІ
T,en,Molodjatin,ru,РњРѕР»РѕРґСЏС‚РёРЅ,ua,РњРѕР»РѕРґСЏС‚РёРЅ
T,en,Nazirna,ru,РќР°Р·iСЂРЅР°,ua,РќР°Р·iСЂРЅР°
T,en,Nizhnij verbizh,ru,РќРёР¶РЅiР№ Р’РµСЂР±iР¶,ua,РќРёР¶РЅiР№ Р’РµСЂР±iР¶
T,en,Nizhnja velesnitsja,ru,РќРёР¶РЅСЏ Р’РµР»РµСЃРЅРёС†СЏ,ua,РќРёР¶РЅСЏ Р’РµР»РµСЃРЅРёС†СЏ
T,en,Ostapkivtsi,ru,РћСЃС‚Р°РїРєiРІС†i,ua,РћСЃС‚Р°РїРєiРІС†i
T,en,Otinija,ru,РћС‚РёРЅiСЏ,ua,РћС‚РёРЅiСЏ
T,en,Pereriv,ru,РџРµСЂРµСЂРёРІ,ua,РџРµСЂРµСЂРёРІ
T,en,Pechenizhin,ru,РџРµС‡РµРЅiР¶РёРЅ,ua,РџРµС‡РµРЅiР¶РёРЅ
T,en,Pilipi,ru,РџРёР»РёРїРё,ua,РџРёР»РёРїРё
T,en,Pidgajchiki,ru,РџiРґРіР°Р№С‡РёРєРё,ua,РџiРґРіР°Р№С‡РёРєРё
T,en,P'JAdiki,ru,Рџ'РЇРґРёРєРё,ua,Рџ'РЇРґРёРєРё
T,en,Rakivchik,ru,Р Р°РєiРІС‡РёРє,ua,Р Р°РєiРІС‡РёРє
T,en,Runguri,ru,Р СѓРЅРіСѓСЂРё,ua,Р СѓРЅРіСѓСЂРё
T,en,Sidlische,ru,РЎiРґР»РёС‰Рµ,ua,РЎiРґР»РёС‰Рµ
T,en,Skopivka,ru,РЎРєРѕРїiРІРєР°,ua,РЎРєРѕРїiРІРєР°
T,en,Sopiv,ru,РЎРѕРїiРІ,ua,РЎРѕРїiРІ
T,en,Spas,ru,РЎРїР°СЃ,ua,РЎРїР°СЃ
T,en,Starij gvizdets',ru,РЎС‚Р°СЂРёР№ Р“РІiР·РґРµС†СЊ,ua,РЎС‚Р°СЂРёР№ Р“РІiР·РґРµС†СЊ
T,en,Strupkiv,ru,РЎС‚СЂСѓРїРєiРІ,ua,РЎС‚СЂСѓРїРєiРІ
T,en,Tovmachik,ru,РўРѕРІРјР°С‡РёРє,ua,РўРѕРІРјР°С‡РёРє
T,en,Trostjanka,ru,РўСЂРѕСЃС‚СЏРЅРєР°,ua,РўСЂРѕСЃС‚СЏРЅРєР°
T,en,Turka,ru,РўСѓСЂРєР°,ua,РўСѓСЂРєР°
T,en,Fativtsi,ru,Р¤Р°С‚iРІС†i,ua,Р¤Р°С‚iРІС†i
T,en,Tsenjava,ru,Р¦РµРЅСЏРІР°,ua,Р¦РµРЅСЏРІР°
T,en,CHeremhiv,ru,Р§РµСЂРµРјС…iРІ,ua,Р§РµСЂРµРјС…iРІ
T,en,Sheparivtsi,ru,РЁРµРїР°СЂiРІС†i,ua,РЁРµРїР°СЂiРІС†i
T,en,Akreshori,ru,РђРєСЂРµС€РѕСЂРё,ua,РђРєСЂРµС€РѕСЂРё
T,en,Babin,ru,Р‘Р°Р±РёРЅ,ua,Р‘Р°Р±РёРЅ
T,en,Banja-bereziv,ru,Р‘Р°РЅСЏ-Р‘РµСЂРµР·iРІ,ua,Р‘Р°РЅСЏ-Р‘РµСЂРµР·iРІ
T,en,Brusturiv,ru,Р‘СЂСѓСЃС‚СѓСЂiРІ,ua,Р‘СЂСѓСЃС‚СѓСЂiРІ
T,en,Velikij rozhin,ru,Р’РµР»РёРєРёР№ Р РѕР¶РёРЅ,ua,Р’РµР»РёРєРёР№ Р РѕР¶РёРЅ
T,en,Verbovets',ru,Р’РµСЂР±РѕРІРµС†СЊ,ua,Р’РµСЂР±РѕРІРµС†СЊ
T,en,Vizhnij bereziv,ru,Р’РёР¶РЅiР№ Р‘РµСЂРµР·iРІ,ua,Р’РёР¶РЅiР№ Р‘РµСЂРµР·iРІ
T,en,Girs'ke,ru,Р“iСЂСЃСЊРєРµ,ua,Р“iСЂСЃСЊРєРµ
T,en,Gorod,ru,Р“РѕСЂРѕРґ,ua,Р“РѕСЂРѕРґ
T,en,Kobaki,ru,РљРѕР±Р°РєРё,ua,РљРѕР±Р°РєРё
T,en,Kosiv,ru,РљРѕСЃiРІ,ua,РљРѕСЃiРІ
T,en,Kuti,ru,РљСѓС‚Рё,ua,РљСѓС‚Рё
T,en,Ljucha,ru,Р›СЋС‡Р°,ua,Р›СЋС‡Р°
T,en,Ljuchki,ru,Р›СЋС‡РєРё,ua,Р›СЋС‡РєРё
T,en,Malij rozhin,ru,РњР°Р»РёР№ Р РѕР¶РёРЅ,ua,РњР°Р»РёР№ Р РѕР¶РёРЅ
T,en,Nizhnij bereziv,ru,РќРёР¶РЅiР№ Р‘РµСЂРµР·iРІ,ua,РќРёР¶РЅiР№ Р‘РµСЂРµР·iРІ
T,en,Pistin',ru,РџiСЃС‚РёРЅСЊ,ua,РџiСЃС‚РёРЅСЊ
T,en,Prokurava,ru,РџСЂРѕРєСѓСЂР°РІР°,ua,РџСЂРѕРєСѓСЂР°РІР°
T,en,Ribne,ru,Р РёР±РЅРµ,ua,Р РёР±РЅРµ
T,en,Richka,ru,Р iС‡РєР°,ua,Р iС‡РєР°
T,en,Rozhniv,ru,Р РѕР¶РЅiРІ,ua,Р РѕР¶РЅiРІ
T,en,Roztoki,ru,Р РѕР·С‚РѕРєРё,ua,Р РѕР·С‚РѕРєРё
T,en,Serednij bereziv,ru,РЎРµСЂРµРґРЅiР№ Р‘РµСЂРµР·iРІ,ua,РЎРµСЂРµРґРЅiР№ Р‘РµСЂРµР·iРІ
T,en,Smodna,ru,РЎРјРѕРґРЅР°,ua,РЎРјРѕРґРЅР°
T,en,Snidavka,ru,РЎРЅiРґР°РІРєР°,ua,РЎРЅiРґР°РІРєР°
T,en,Sokolivka,ru,РЎРѕРєРѕР»iРІРєР°,ua,РЎРѕРєРѕР»iРІРєР°
T,en,Starij kosiv,ru,РЎС‚Р°СЂРёР№ РљРѕСЃiРІ,ua,РЎС‚Р°СЂРёР№ РљРѕСЃiРІ
T,en,Stari kuti,ru,РЎС‚Р°СЂi РљСѓС‚Рё,ua,РЎС‚Р°СЂi РљСѓС‚Рё
T,en,Stopchativ,ru,РЎС‚РѕРїС‡Р°С‚iРІ,ua,РЎС‚РѕРїС‡Р°С‚iРІ
T,en,Tekuche,ru,РўРµРєСѓС‡Рµ,ua,РўРµРєСѓС‡Рµ
T,en,Trach,ru,РўСЂР°С‡,ua,РўСЂР°С‡
T,en,Tjudiv,ru,РўСЋРґiРІ,ua,РўСЋРґiРІ
T,en,Utoropi,ru,РЈС‚РѕСЂРѕРїРё,ua,РЈС‚РѕСЂРѕРїРё
T,en,Himchin,ru,РҐРёРјС‡РёРЅ,ua,РҐРёРјС‡РёРЅ
T,en,CHerganivka,ru,Р§РµСЂРіР°РЅiРІРєР°,ua,Р§РµСЂРіР°РЅiРІРєР°
T,en,Shepit,ru,РЁРµРїiС‚,ua,РЁРµРїiС‚
T,en,Sheshori,ru,РЁРµС€РѕСЂРё,ua,РЁРµС€РѕСЂРё
T,en,Bistritsja,ru,Р‘РёСЃС‚СЂРёС†СЏ,ua,Р‘РёСЃС‚СЂРёС†СЏ
T,en,Bitkiv,ru,Р‘РёС‚РєiРІ,ua,Р‘РёС‚РєiРІ
T,en,Bili oslavi,ru,Р‘iР»i РћСЃР»Р°РІРё,ua,Р‘iР»i РћСЃР»Р°РІРё
T,en,Verhnij majdan,ru,Р’РµСЂС…РЅiР№ РњР°Р№РґР°РЅ,ua,Р’РµСЂС…РЅiР№ РњР°Р№РґР°РЅ
T,en,Volosiv,ru,Р’РѕР»РѕСЃiРІ,ua,Р’РѕР»РѕСЃiРІ
T,en,Gavrilivka,ru,Р“Р°РІСЂРёР»iРІРєР°,ua,Р“Р°РІСЂРёР»iРІРєР°
T,en,Gvizd,ru,Р“РІiР·Рґ,ua,Р“РІiР·Рґ
T,en,Deljatin,ru,Р”РµР»СЏС‚РёРЅ,ua,Р”РµР»СЏС‚РёРЅ
T,en,Dobrotiv,ru,Р”РѕР±СЂРѕС‚iРІ,ua,Р”РѕР±СЂРѕС‚iРІ
T,en,Zarichchja,ru,Р—Р°СЂiС‡С‡СЏ,ua,Р—Р°СЂiС‡С‡СЏ
T,en,Zelena,ru,Р—РµР»РµРЅР°,ua,Р—РµР»РµРЅР°
T,en,Kaminne,ru,РљР°РјiРЅРЅРµ,ua,РљР°РјiРЅРЅРµ
T,en,Krasna,ru,РљСЂР°СЃРЅР°,ua,РљСЂР°СЃРЅР°
T,en,Lanchin,ru,Р›Р°РЅС‡РёРЅ,ua,Р›Р°РЅС‡РёРЅ
T,en,Lisna tarnovitsja,ru,Р›iСЃРЅР° РўР°СЂРЅРѕРІРёС†СЏ,ua,Р›iСЃРЅР° РўР°СЂРЅРѕРІРёС†СЏ
T,en,Loeva,ru,Р›РѕС”РІР°,ua,Р›РѕС”РІР°
T,en,Maksimets',ru,РњР°РєСЃРёРјРµС†СЊ,ua,РњР°РєСЃРёРјРµС†СЊ
T,en,Molodkiv,ru,РњРѕР»РѕРґРєiРІ,ua,РњРѕР»РѕРґРєiРІ
T,en,Nadvirna,ru,РќР°РґРІiСЂРЅР°,ua,РќР°РґРІiСЂРЅР°
T,en,Nazaviziv,ru,РќР°Р·Р°РІРёР·iРІ,ua,РќР°Р·Р°РІРёР·iРІ
T,en,Parische,ru,РџР°СЂРёС‰Рµ,ua,РџР°СЂРёС‰Рµ
T,en,Pasichna,ru,РџР°СЃiС‡РЅР°,ua,РџР°СЃiС‡РЅР°
T,en,Pererisl',ru,РџРµСЂРµСЂiСЃР»СЊ,ua,РџРµСЂРµСЂiСЃР»СЊ
T,en,Pniv,ru,РџРЅiРІ,ua,РџРЅiРІ
T,en,Sadzhavka,ru,РЎР°РґР¶Р°РІРєР°,ua,РЎР°РґР¶Р°РІРєР°
T,en,Serednij majdan,ru,РЎРµСЂРµРґРЅiР№ РњР°Р№РґР°РЅ,ua,РЎРµСЂРµРґРЅiР№ РњР°Р№РґР°РЅ
T,en,Strimba,ru,РЎС‚СЂРёРјР±Р°,ua,РЎС‚СЂРёРјР±Р°
T,en,Tismenichani,ru,РўРёСЃРјРµРЅРёС‡Р°РЅРё,ua,РўРёСЃРјРµРЅРёС‡Р°РЅРё
T,en,Fit'kiv,ru,Р¤iС‚СЊРєiРІ,ua,Р¤iС‚СЊРєiРІ
T,en,Tsutsiliv,ru,Р¦СѓС†РёР»iРІ,ua,Р¦СѓС†РёР»iРІ
T,en,CHernik,ru,Р§РµСЂРЅРёРє,ua,Р§РµСЂРЅРёРє
T,en,CHornij potik,ru,Р§РѕСЂРЅРёР№ РџРѕС‚iРє,ua,Р§РѕСЂРЅРёР№ РџРѕС‚iРє
T,en,CHorni oslavi,ru,Р§РѕСЂРЅi РћСЃР»Р°РІРё,ua,Р§РѕСЂРЅi РћСЃР»Р°РІРё
T,en,Babuhiv,ru,Р‘Р°Р±СѓС…iРІ,ua,Р‘Р°Р±СѓС…iРІ
T,en,Bukachivtsi,ru,Р‘СѓРєР°С‡iРІС†i,ua,Р‘СѓРєР°С‡iРІС†i
T,en,Vasjuchin,ru,Р’Р°СЃСЋС‡РёРЅ,ua,Р’Р°СЃСЋС‡РёРЅ
T,en,Verbilivtsi,ru,Р’РµСЂР±РёР»iРІС†i,ua,Р’РµСЂР±РёР»iРІС†i
T,en,Verhnja lipitsja,ru,Р’РµСЂС…РЅСЏ Р›РёРїРёС†СЏ,ua,Р’РµСЂС…РЅСЏ Р›РёРїРёС†СЏ
T,en,Vispa,ru,Р’РёСЃРїР°,ua,Р’РёСЃРїР°
T,en,Vishniv,ru,Р’РёС€РЅiРІ,ua,Р’РёС€РЅiРІ
T,en,Grigoriv,ru,Р“СЂРёРіРѕСЂiРІ,ua,Р“СЂРёРіРѕСЂiРІ
T,en,Degova,ru,Р”РµРіРѕРІР°,ua,Р”РµРіРѕРІР°
T,en,Dichki,ru,Р”РёС‡РєРё,ua,Р”РёС‡РєРё
T,en,Dibrova,ru,Р”iР±СЂРѕРІР°,ua,Р”iР±СЂРѕРІР°
T,en,Dobriniv,ru,Р”РѕР±СЂРёРЅiРІ,ua,Р”РѕР±СЂРёРЅiРІ
T,en,Dolinjani,ru,Р”РѕР»РёРЅСЏРЅРё,ua,Р”РѕР»РёРЅСЏРЅРё
T,en,Zhovchiv,ru,Р–РѕРІС‡iРІ,ua,Р–РѕРІС‡iРІ
T,en,Zhuriv,ru,Р–СѓСЂiРІ,ua,Р–СѓСЂiРІ
T,en,Zagir'JA,ru,Р—Р°РіiСЂ'РЇ,ua,Р—Р°РіiСЂ'РЇ
T,en,Zaluzhzhja,ru,Р—Р°Р»СѓР¶Р¶СЏ,ua,Р—Р°Р»СѓР¶Р¶СЏ
T,en,Klischivna,ru,РљР»iС‰iРІРЅР°,ua,РљР»iС‰iРІРЅР°
T,en,Knjaginichi,ru,РљРЅСЏРіРёРЅРёС‡i,ua,РљРЅСЏРіРёРЅРёС‡i
T,en,Kozari,ru,РљРѕР·Р°СЂi,ua,РљРѕР·Р°СЂi
T,en,Kolokolin,ru,РљРѕР»РѕРєРѕР»РёРЅ,ua,РљРѕР»РѕРєРѕР»РёРЅ
T,en,Konjushki,ru,РљРѕРЅСЋС€РєРё,ua,РљРѕРЅСЋС€РєРё
T,en,Lopushnja,ru,Р›РѕРїСѓС€РЅСЏ,ua,Р›РѕРїСѓС€РЅСЏ
T,en,Lukovets'-vishnivs'kij,ru,Р›СѓРєРѕРІРµС†СЊ-Р’РёС€РЅiРІСЃСЊРєРёР№,ua,Р›СѓРєРѕРІРµС†СЊ-Р’РёС€РЅiРІСЃСЊРєРёР№
T,en,Luchintsi,ru,Р›СѓС‡РёРЅС†i,ua,Р›СѓС‡РёРЅС†i
T,en,Malij zalaniv,ru,РњР°Р»РёР№ Р—Р°Р»Р°РЅiРІ,ua,РњР°Р»РёР№ Р—Р°Р»Р°РЅiРІ
T,en,Nizhnja lipitsja,ru,РќРёР¶РЅСЏ Р›РёРїРёС†СЏ,ua,РќРёР¶РЅСЏ Р›РёРїРёС†СЏ
T,en,Obel'nitsja,ru,РћР±РµР»СЊРЅРёС†СЏ,ua,РћР±РµР»СЊРЅРёС†СЏ
T,en,Pidgoroddja,ru,РџiРґРіРѕСЂРѕРґРґСЏ,ua,РџiРґРіРѕСЂРѕРґРґСЏ
T,en,Pidkamin',ru,РџiРґРєР°РјiРЅСЊ,ua,РџiРґРєР°РјiРЅСЊ
T,en,Pidmihajlivtsi,ru,РџiРґРјРёС…Р°Р№Р»iРІС†i,ua,РџiРґРјРёС…Р°Р№Р»iРІС†i
T,en,Pomonjata,ru,РџРѕРјРѕРЅСЏС‚Р°,ua,РџРѕРјРѕРЅСЏС‚Р°
T,en,Potik,ru,РџРѕС‚iРє,ua,РџРѕС‚iРє
T,en,Priozerne,ru,РџСЂРёРѕР·РµСЂРЅРµ,ua,РџСЂРёРѕР·РµСЂРЅРµ
T,en,Pukiv,ru,РџСѓРєiРІ,ua,РџСѓРєiРІ
T,en,Putjatintsi,ru,РџСѓС‚СЏС‚РёРЅС†i,ua,РџСѓС‚СЏС‚РёРЅС†i
T,en,Rogatin,ru,Р РѕРіР°С‚РёРЅ,ua,Р РѕРіР°С‚РёРЅ
T,en,Ruda,ru,Р СѓРґР°,ua,Р СѓРґР°
T,en,Sarniki,ru,РЎР°СЂРЅРёРєРё,ua,РЎР°СЂРЅРёРєРё
T,en,Svitanok,ru,РЎРІiС‚Р°РЅРѕРє,ua,РЎРІiС‚Р°РЅРѕРє
T,en,Stratin,ru,РЎС‚СЂР°С‚РёРЅ,ua,РЎС‚СЂР°С‚РёРЅ
T,en,Fraga,ru,Р¤СЂР°РіР°,ua,Р¤СЂР°РіР°
T,en,CHagriv,ru,Р§Р°РіСЂiРІ,ua,Р§Р°РіСЂiРІ
T,en,CHerniv,ru,Р§РµСЂРЅiРІ,ua,Р§РµСЂРЅiРІ
T,en,CHerche,ru,Р§РµСЂС‡Рµ,ua,Р§РµСЂС‡Рµ
T,en,CHesniki,ru,Р§РµСЃРЅРёРєРё,ua,Р§РµСЃРЅРёРєРё
T,en,Junashkiv,ru,Р®РЅР°С€РєiРІ,ua,Р®РЅР°С€РєiРІ
T,en,JAvche,ru,РЇРІС‡Рµ,ua,РЇРІС‡Рµ
T,en,Berlogi,ru,Р‘РµСЂР»РѕРіРё,ua,Р‘РµСЂР»РѕРіРё
T,en,Broshniv,ru,Р‘СЂРѕС€РЅiРІ,ua,Р‘СЂРѕС€РЅiРІ
T,en,Broshniv-osada,ru,Р‘СЂРѕС€РЅiРІ-РћСЃР°РґР°,ua,Р‘СЂРѕС€РЅiРІ-РћСЃР°РґР°
T,en,Verbivka,ru,Р’РµСЂР±iРІРєР°,ua,Р’РµСЂР±iРІРєР°
T,en,Verhnij strutin',ru,Р’РµСЂС…РЅiР№ РЎС‚СЂСѓС‚РёРЅСЊ,ua,Р’РµСЂС…РЅiР№ РЎС‚СЂСѓС‚РёРЅСЊ
T,en,Vil'hivka,ru,Р’iР»СЊС…iРІРєР°,ua,Р’iР»СЊС…iРІРєР°
T,en,Grabiv,ru,Р“СЂР°Р±iРІ,ua,Р“СЂР°Р±iРІ
T,en,Duba,ru,Р”СѓР±Р°,ua,Р”СѓР±Р°
T,en,Zakernichne,ru,Р—Р°РєРµСЂРЅРёС‡РЅРµ,ua,Р—Р°РєРµСЂРЅРёС‡РЅРµ
T,en,Ilemnja,ru,IР»РµРјРЅСЏ,ua,IР»РµРјРЅСЏ
T,en,Kamin',ru,РљР°РјiРЅСЊ,ua,РљР°РјiРЅСЊ
T,en,Knjazivs'ke,ru,РљРЅСЏР·iРІСЃСЊРєРµ,ua,РљРЅСЏР·iРІСЃСЊРєРµ
T,en,Krasne,ru,РљСЂР°СЃРЅРµ,ua,РљСЂР°СЃРЅРµ
T,en,Krehovichi,ru,РљСЂРµС…РѕРІРёС‡i,ua,РљСЂРµС…РѕРІРёС‡i
T,en,Lipovitsja,ru,Р›РёРїРѕРІРёС†СЏ,ua,Р›РёРїРѕРІРёС†СЏ
T,en,Lop'JAnka,ru,Р›РѕРї'РЇРЅРєР°,ua,Р›РѕРї'РЇРЅРєР°
T,en,Lugi,ru,Р›СѓРіРё,ua,Р›СѓРіРё
T,en,Nebiliv,ru,РќРµР±РёР»iРІ,ua,РќРµР±РёР»iРІ
T,en,Nizhnij strutin',ru,РќРёР¶РЅiР№ РЎС‚СЂСѓС‚РёРЅСЊ,ua,РќРёР¶РЅiР№ РЎС‚СЂСѓС‚РёРЅСЊ
T,en,Osmoloda,ru,РћСЃРјРѕР»РѕРґР°,ua,РћСЃРјРѕР»РѕРґР°
T,en,Peregins'ke,ru,РџРµСЂРµРіiРЅСЃСЊРєРµ,ua,РџРµСЂРµРіiРЅСЃСЊРєРµ
T,en,Petranka,ru,РџРµС‚СЂР°РЅРєР°,ua,РџРµС‚СЂР°РЅРєР°
T,en,Rivnja,ru,Р iРІРЅСЏ,ua,Р iРІРЅСЏ
T,en,Ripne,ru,Р iРїРЅРµ,ua,Р iРїРЅРµ
T,en,Rozhnjativ,ru,Р РѕР¶РЅСЏС‚iРІ,ua,Р РѕР¶РЅСЏС‚iРІ
T,en,Svarichiv,ru,РЎРІР°СЂРёС‡iРІ,ua,РЎРІР°СЂРёС‡iРІ
T,en,Slivki,ru,РЎР»РёРІРєРё,ua,РЎР»РёРІРєРё
T,en,Sloboda-rivnjans'ka,ru,РЎР»РѕР±РѕРґР°-Р iРІРЅСЏРЅСЃСЊРєР°,ua,РЎР»РѕР±РѕРґР°-Р iРІРЅСЏРЅСЃСЊРєР°
T,en,Suhodil,ru,РЎСѓС…РѕРґiР»,ua,РЎСѓС…РѕРґiР»
T,en,Tsineva,ru,Р¦iРЅРµРІР°,ua,Р¦iРЅРµРІР°
T,en,JAsenovets',ru,РЇСЃРµРЅРѕРІРµС†СЊ,ua,РЇСЃРµРЅРѕРІРµС†СЊ
T,en,JAsen',ru,РЇСЃРµРЅСЊ,ua,РЇСЃРµРЅСЊ
T,en,Balintsi,ru,Р‘Р°Р»РёРЅС†i,ua,Р‘Р°Р»РёРЅС†i
T,en,Beleluja,ru,Р‘РµР»РµР»СѓСЏ,ua,Р‘РµР»РµР»СѓСЏ
T,en,Borschiv,ru,Р‘РѕСЂС‰iРІ,ua,Р‘РѕСЂС‰iРІ
T,en,Budiliv,ru,Р‘СѓРґРёР»iРІ,ua,Р‘СѓРґРёР»iРІ
T,en,Buchachki,ru,Р‘СѓС‡Р°С‡РєРё,ua,Р‘СѓС‡Р°С‡РєРё
T,en,Vidiniv,ru,Р’РёРґРёРЅiРІ,ua,Р’РёРґРёРЅiРІ
T,en,Vovchkivtsi,ru,Р’РѕРІС‡РєiРІС†i,ua,Р’РѕРІС‡РєiРІС†i
T,en,Gan'kivtsi,ru,Р“Р°РЅСЊРєiРІС†i,ua,Р“Р°РЅСЊРєiРІС†i
T,en,Gorishne zaluchchja,ru,Р“РѕСЂiС€РЅС” Р—Р°Р»СѓС‡С‡СЏ,ua,Р“РѕСЂiС€РЅС” Р—Р°Р»СѓС‡С‡СЏ
T,en,Dzhuriv,ru,Р”Р¶СѓСЂiРІ,ua,Р”Р¶СѓСЂiРІ
T,en,Dolishne zaluchchja,ru,Р”РѕР»iС€РЅС” Р—Р°Р»СѓС‡С‡СЏ,ua,Р”РѕР»iС€РЅС” Р—Р°Р»СѓС‡С‡СЏ
T,en,Dragasimiv,ru,Р”СЂР°РіР°СЃРёРјiРІ,ua,Р”СЂР°РіР°СЃРёРјiРІ
T,en,Zabolotiv,ru,Р—Р°Р±РѕР»РѕС‚iРІ,ua,Р—Р°Р±РѕР»РѕС‚iРІ
T,en,Zavallja,ru,Р—Р°РІР°Р»Р»СЏ,ua,Р—Р°РІР°Р»Р»СЏ
T,en,Zadubrivtsi,ru,Р—Р°РґСѓР±СЂiРІС†i,ua,Р—Р°РґСѓР±СЂiРІС†i
T,en,Zibranivka,ru,Р—iР±СЂР°РЅiРІРєР°,ua,Р—iР±СЂР°РЅiРІРєР°
T,en,Illintsi,ru,IР»Р»iРЅС†i,ua,IР»Р»iРЅС†i
T,en,Knjazhe,ru,РљРЅСЏР¶Рµ,ua,РљРЅСЏР¶Рµ
T,en,Krasnostavtsi,ru,РљСЂР°СЃРЅРѕСЃС‚Р°РІС†i,ua,РљСЂР°СЃРЅРѕСЃС‚Р°РІС†i
T,en,Kulachkivtsi,ru,РљСѓР»Р°С‡РєiРІС†i,ua,РљСѓР»Р°С‡РєiРІС†i
